unique_id,fieldguide,english_common,latin_species,length,order,family,family_english,voice,warblish,usable,voice_reduced,non_vocalization,distance_amplitude,namesake,qualifies_as_song,mimicry,comparison,comparison_type,comparison_expression,comparand,comp_construction,comp_dimension,duplicated_comparison,comments
id_4619,peterson_chalif_mexico,Lesser Swallw-tailed Swift,Panyptila cayennensis,5in,Apodiformes,Apodidae,Swifts,"Call, a low chatter (Wetmore), ""dzip-dzip-dzip"".",NO,yes,"a low chatter (Wetmore), ""dzip-dzip-dzip""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5992,sibley_birds,Chestnut-sided Warbler,Setophaga pensylvanica,5,Passeriformes,Parulidae,New World Warblers,"Song clear, musical with emphatic ending ""witew witew witew WEECHEW"" (compared Hooded). Alternate song longer, rambling like Yellow. Both song types average lower-pitched than Yellow; can be matched by some Yellow. Call a low, flat ""chidp"". Flight call a rather low, buzzy, nasal ""jrrt"".",NO,yes,"clear, musical with emphatic ending ""witew witew witew WEECHEW"" (compared Hooded). Alternate song longer, rambling like Yellow. Both song types average lower-pitched than Yellow; can be matched by some Yellow. a low, flat ""chidp"". a rather low, buzzy, nasal ""jrrt""",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_4222,national_geographic_america,Cerulean Warbler,Setophaga cerulea,12cm,Passeriformes,Parulidae,New World Warblers,"Song is a short, fast, accelerating series of buzzy notes on one pitch, ending with a long, single buzz note. Rather infrequently heard ""chip"" is slurred; flight call is a buzzy ""zzee"", like Blackburnian.",NO,yes,"a short, fast, accelerating series of buzzy notes on one pitch, ending with a long, single buzz note. Rather infrequently heard ""chip"" is slurred; is a buzzy ""zzee"", like Blackburnian",NA,NA,NA,NA,NA,comparison,NA,"buzzy ""zzee"", like Blackburnian.",Blackburnian Warbler,like C,none,NA,NA
id_2566,mackinnon_china,Greater Necklaced Laughingthrush,Pterorhinus pectoralis,30,NA,NA,NA,"Calls include squeaky contact notes, bursts of group laughter and short whistles.",NO,yes,"squeaky contact notes, bursts of group laughter and short whistles",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1295,collins_british_common,Corn Bunting,Emberiza calandra,16-18cm,Passeriformes,Emberizidae,Buntings,"Utters a ""tsit"" call. Jingling song has been likened to jangling keys, and is usually sung from a fencepost or overhead wire.",NO,yes,"a ""tsit"" call. Jingling song has been likened to jangling keys",NA,NA,NA,NA,NA,comparison,NA,Jingling song has been likened to jangling keys,jangling keys,likened to C,none,NA,NA
id_1398,collins_british_rare,Hudsonian Whimbrel,Numenius hudsonicus,37-42cm,Charadriiformes,Scolopacidae,"Sandpipers, Snipes",Call is a series of 7 whistling notes.,NO,yes,a series of 7 whistling notes,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5874,sibley_birds,Winter Wren,Troglodytes hiemalis,4,Passeriformes,Troglodytidae,Wrens,"Song a remarkable long series of very high tinkling trills and warbles, like Pacific Wren but trills slower, more musical, with relatively soft quavering sound (vs. faster trills, more mechanical, buzzing). Call a short hard note, usualy double ""jip-jip"", distinctly lower and softer than Pacific, with quality close to Song Sparrow but harder.",NO,yes,"a remarkable long series of very high tinkling trills and warbles, like Pacific Wren but trills slower, more musical, with relatively soft quavering sound (vs. faster trills, more mechanical, buzzing). a short hard note, usualy double ""jip-jip"", distinctly lower and softer than Pacific, with quality close to Sparrow but harder",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_253,allabout_birds,Great Black-backed Gull,Larus marinus,75,Charadriiformes,Laridae,"Gulls, Terns, Skimmers","Both male and female Great Black-backed Gulls have deep, hoarse, swallowed-sounding calls. They also give long, trumpeting calls made up of similar deep sounds combined with louder, higher-pitched notes. They make these calls while raising and lowering their heads repeatedly.",NO,yes,"deep, hoarse, swallowed-sounding calls. long, trumpeting calls made up of similar deep sounds combined with louder, higher-pitched notes. these calls while raising and lowering their heads repeatedly",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_2026,felix_hisek_birds,Spotted Redshank,Tringa erythropus,30.5,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","A loud ""tuinit""; also ""chick-chick-chick"".",NO,yes,"loud ""tuinit""; also ""chick-chick-chick""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1177,collins_british_common,Little Tern,Sternula albifrons,24cm,Charadriiformes,Laridae,"Gulls, Terns, Skimmers","Utters a raucous ""cree-ick"" call.",NO,yes,"a raucous ""cree-ick"" call",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_20,allabout_birds,American Robin,Turdus migratorius,24,Passeriformes,Turdidae,Thrushes,"American Robins often make a mumbled ""cuck"" or ""tuk"" to communicate with each other or a sharp ""yeep"" or ""peek"" as an alarm call. They also make a repeated ""chirr"" that rises in volume and can sound like a laugh or chuckle. The musical song of the American Robin is a familiar sound of spring. It's a string of 10 or so clear whistles assembled from a few often-repeated syllables, and often described as *cheerily, cheer up, cheer up, cheerily, cheer up*. The syllables rise and fall in pitch but are delivered at a steady rhythm, with a pause before the bird begins singing again. At dawn, the song is more rapid.",NEW,yes,"a mumbled ""cuck"" or ""tuk"" or a sharp ""yeep"" or ""peek"". a repeated ""chirr"" that rises in volume and can sound like a laugh or chuckle. The musical song of the American Robin is a familiar sound of . It's a string of 10 or so clear whistles assembled from a few often-repeated syllables, and often described as *cheerily, cheer up, cheer up, cheerily, cheer up*. The syllables rise and fall in pitch but are delivered at a steady rhythm, with a pause before the bird begins singing again. At , the more rapid",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1385,collins_british_rare,Least Sandpiper,Calidris minutilla,13-14.5cm,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Utters a thin ""kreet"" call.",NO,yes,"a thin ""kreet"" call",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5480,sibley_birds,Northern Jacana,Jacana spinosa,9.5,Charadriiformes,Jacanidae,Jacanas,"High, harsh squawking (usually in flight) ""scraa scraa scraa...""; usually with sharp ""keek"" notes interspersed.",NO,yes,"High, harsh squawking ( ) ""scraa scraa scraa..."";  with sharp ""keek"" notes interspersed",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5939,sibley_birds,Crested Myna,Acridotheres cristatellus,9.75,Passeriformes,Sturnidae,"Starlings, Rhabdornis",Similar to Common; varied harsh chattering and musical phrases.,NO,yes,Similar to Common; varied harsh chattering and musical phrases,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1884,collins_gem_garden_birds,Cormorant,Phalacrocorax carbo,NA,Suliformes,Phalacrocoracidae,"Cormorants, Shags",Throaty calls uttered at nest site; otherwise mainly silent.,NO,yes,Throaty calls ed ,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5505,sibley_birds,Bar-tailed Godwit,Limosa lapponica,16,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Calls creaking, nasal. Flight call ""kee kee kaa"" or ""kooy kooy kooy"" very similar to Hudsonian but slightly lower-pitched and with more even pitch. Display song more melodic and varied in rhythm and pitch than other godwits.",NO,yes,"creaking, nasal. ""kee kee kaa"" or ""kooy kooy kooy"" very similar to Hudsonian but slightly lower-pitched and with more even pitch. Display song more melodic and varied in rhythm and pitch than other godwits",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_6107,sibley_birds,Spot-breasted Oriole,Icterus pectoralis,9.5,Passeriformes,Icteridae,"Oropendolas, Orioles, Blackbirds","Song a rich, melodious whistle; rather long, relaxed, and repetitive; doubling of some phrases conspicuous and distinctive. Calls include a nasal ""jaaa"", a sharp ""whip"", and a chattering ""ptcheck"".",NO,yes,"a rich, melodious whistle; rather long, relaxed, and repetitive; doubling of some phrases conspicuous and distinctive. a nasal ""jaaa"", a sharp ""whip"", and a chattering ""ptcheck""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_739,bruun_hamlyn_guide,Spotted Redshank,Tringa erythropus,30,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","Call is a musical somewhat drawn-out whistle ""tew-it"".",NO,yes,"a musical somewhat drawn-out whistle ""tew-it""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1585,collins_british_rare,Blackpoll Warbler,Setophaga striata,14cm,Passeriformes,Parulidae,New World Warblers,"Call is a sharp ""chip"".",NO,yes,"a sharp ""chip""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1632,collins_gem_birds,Montagu's Harrier,Circus pygargus,40,Accipitriformes,Accipitridae,"Kites, Hawks, Eagles","Shrill ""keck-keck-keck"".",NO,yes,"Shrill ""keck-keck-keck""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_178,allabout_birds,Common Loon,Gavia immer,78.5,Gaviiformes,Gaviidae,Loons,"Common Loons are famous for their eerie, beautiful calls. Among these are the tremolo, a wavering call given when a loon is alarmed or to announce its presence at a lake. The yodel is the male loon's territorial claim. Each male has his own signature yodel. If a male moves to a different territory, he will change his yodel. The wail is the haunting call that loons give back and forth to figure out each other's location. Hoots are soft, short calls given to keep in contact with each other. Parents might hoot to a chick, or one mate might hoot to another.",NO,yes,"eerie, beautiful calls. Among these are the tremolo, a wavering call given when a loon is alarmed or to announce its presence at a lake. The yodel is the male loon's territorial claim. Each his own signature yodel. If a male moves to a different territory, he will change his yodel. The wail is the haunting call that loons back and forth to figure out each other's location. Hoots are soft, short calls given to keep  with each other. Parents might hoot to a chick, or one mate might hoot to another",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_6645,simpson_day_australian,White-fronted Honeyeater,Purnella albifrons,16-18,NA,NA,NA,melodic eerie song.,NO,yes,melodic eerie song,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_419,allabout_birds,Pileated Woodpecker,Dryocopus pileatus,44.5,Piciformes,Picidae,Woodpeckers,"Pileated Woodpeckers are quite vocal, typically making a high, clear, series of piping calls that lasts several seconds. The sound is quite similar to a Northern Flicker's rattling call, although it tends to be more resonant and less even in tone, with changing emphasis or rhythm during the call. Pileated Woodpeckers also give shorter calls that sound like ""wuk, wuk"" or ""cuk, cuk"" to indicate a territory boundary or to give an alarm.",NO,yes,"a high, clear, series of piping calls that lasts several seconds. The sound is quite similar to a Northern Flicker's rattling call, although it tends to be more resonant and less even in tone, with changing emphasis or rhythm during the call. Pileated Woodpeckers also shorter calls that sound like ""wuk, wuk"" or ""cuk, cuk"" to indicate a territory boundary or to an alarm",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1013,bruun_hamlyn_guide,Bullfinch,Pyrrhula pyrrhula,15,Passeriformes,Fringillidae,"Finches, Euphonias","Song, not well developed, is low, piping warble, but will learn to sing in captivity. Call is soft, melancholy ""peu, peu"".",NO,yes,"Song, not well developed, is low, piping warble, but will learn to sing in captivity.  soft, melancholy ""peu, peu""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5941,sibley_birds,European Starling,Sturnus vulgaris,8.5,Passeriformes,Sturnidae,"Starlings, Rhabdornis","Song mainly quiet, harsh rattling with some high, thin, slurred whistles; overall a mushy, gurgling, hissing chatter with high, sliding whistles. Often includes imitations of other birds' calls. Common call a harsh chatter ""che-che-che-che"". Flight call a muffled, dry, buzzing ""wrrsh"".",NO,yes,"quiet, harsh rattling with some high, thin, slurred whistles; overall a mushy, gurgling, hissing chatter with high, sliding whistles. Often includes imitations of other birds' calls. call a harsh chatter ""che-che-che-che"". a muffled, dry, buzzing ""wrrsh""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2583,mackinnon_china,Red-tailed Minla,Minla ignotincta,14,Passeriformes,Leiothrichidae,Laughingthrushes & Allies,Has loud plaintive call of three or four notes.,NO,yes,Has loud plaintive call of three or four notes,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5536,sibley_birds,Short-billed Dowitcher,Limnodromus griseus,11,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","All calls lower than Long-billed. Flight call liquid, rapid ""kewtutu"" or ""tlututu"", slightly descending; also harder, level ""kitititi""; always faster than Lesser Yellowlegs; cadence recalls Ruddy Turnstone. Feeding flock is normally silent, but occasionally a single ""tu"" is heard (feeding Long-billed flock gives constant chatter of soft, high notes). Display song similar to Long-billed Dowitcher and Least Sandpiper: ""gididi drreee drrooo"", each phrase slightly rising but the series falling (Least Sandpiper series is level).",NO,yes,"All calls lower than Long-billed. liquid, rapid ""kewtutu"" or ""tlututu"", slightly descending; also harder, level ""kitititi""; always faster than Lesser Yellowlegs; cadence recalls Ruddy Turnstone. Feeding flock is normally , but a single ""tu"" is heard (feeding Long-billed flock  constant chatter of soft, high notes). Display song similar to Long-billed Dowitcher and Least Sandpiper: ""gididi drreee drrooo"", each phrase slightly rising but the series falling (Least Sandpiper series is level)",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_2481,mackinnon_china,Far-eastern Curlew,Numenius madagascariensis,62,Charadriiformes,Scolopacidae,"Sandpipers, Snipes","(...) mixes with Eurasian Curlew and has similar rising, plaintive ""cur-li"" call.",NO,yes,"mixes with Eurasian Curlew and has similar rising, plaintive ""cur-li"" call",NA,NA,NA,NA,NA,comparison,NA,"(...) mixes with Eurasian Curlew and has similar rising, plaintive ""cur-li"" call.",Eurasian Curlew,S mixes with C and has similar X,none,NA,NA
id_3714,national_geographic_america,Black-legged Kittiwake,Rissa tridactyla,"43cm (length), 91cm (wingspan)",Charadriiformes,Laridae,"Gulls, Terns, Skimmers","A repeated ""kittiwake""; also a nasal ""awk"". Calls mostly May to Aug.",NO,yes,"repeated ""kittiwake"";  nasal ""awk"". mostly May to Aug",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2502,mackinnon_china,White-throated Kingfisher,Halcyon smyrnensis,28,Coraciiformes,Alcedinidae,Kingfishers,"Call is a loud piercing cry, ""kee-kee-kee-kee"".",NO,yes,"a loud piercing cry, ""kee-kee-kee-kee""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6744,tarboton_kruger_national_park,Common Ostrich,Struthio camelus,"M 240cm, F 180cm",Struthioniformes,Struthionidae,Ostriches,NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_3800,national_geographic_america,Wedge-tailed Shearwater,Ardenna pacifica,"46cm, 102cm",Procellariiformes,Procellariidae,"Petrels, Shearwaters, Diving Petrels",NA,NO,no_record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_3505,national_geographic_america,Himalayan Snowcock,Tetraogallus himalayensis,71cm,NA,NA,NA,"Calls include various clucks and cackles while feeding. One advertising call suggestive of Long-billed Curlew, male's call rises, female's descends.",NO,yes,"various clucks and cackles while feeding. One suggestive of Long-billed Curlew, male's call rises, female's descends",NA,NA,NA,NA,NA,no_comparison,NA,One advertising call suggestive of Long-billed Curlew,Long-billed Curlew,suggestive of C,none,NA,NA
id_3504,national_geographic_america,Ring-necked Pheasant,Phasianus colchicus,male: 84cm; female: 53cm,Galliformes,Phasianidae,Pheasants & Allies,"Male's territorial call is a loud, penetrating ""kok-cack"". Both sexes give hoarse, croaking alarm notes. When flushed, rises almost vertically with a loud whirring of wings.",NO,yes,"a loud, penetrating ""kok-cack"". hoarse, croaking alarm notes. rises almost vertically with a loud whirring of wings",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_226,allabout_birds,Fork-tailed Storm-Petrel,Hydrobates furcatus,20,NA,NA,NA,"Near the nest, both sexes give a squeaky, harsh, descending ""deer-deer-deer-deer"". Typically silent at sea.",NO,yes,"Near the nest, both sexes a squeaky, harsh, descending ""deer-deer-deer-deer"". Typically",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_6147,simpson_day_australian,Australasian Grebe,Tachybaptus novaehollandiae,25-27,Podicipediformes,Podicipedidae,Grebes,shrill and chittering.,NO,yes,shrill and chittering,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2270,holden_cleeves_birds,Stone-curlew,Burhinus oedicnemus,40-44cm,Charadriiformes,Burhinidae,"Stone-curlews, Thick-knees","Wailing ""coo-leee"" call is reminiscent of a rather shrill Curlew. Vocal at night, especially dusk.",NO,yes,"Wailing ""coo-leee""  reminiscent of a rather shrill Curlew",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_6433,simpson_day_australian,Superb Lyrebird,Menura novaehollandiae,"M 80-98, F 65-75",Passeriformes,Menuridae,Lyrebirds,"loud, protracted and complex song with expert mimicry and loud alarm whistles.",NO,yes,"loud, protracted and complex song with expert mimicry and loud alarm whistles",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_344,allabout_birds,Louisiana Waterthrush,Parkesia motacilla,15.25,Passeriformes,Parulidae,New World Warblers,"Louisiana Waterthrush's most often heard call note is a sharp, metallic chip, higher in pitch than that of Northern. Both sexes also give a ""zizz"" call, during courtship or conflict. A soft ""chut-chut-chut"" contact call has also been recorded. Males sing a primary song that commences with 2-4 sweet, clear, descending whistles; these introductory notes usually have two slurred elements. The remainder of the song is a pleasant jumble that varies between singers. An extended song, heard mostly during territorial conflicts, adds several more phrases to the primary song. Like Northern Waterthrush, Louisiana also has a flight song, sometimes delivered at dusk. In the flight song, the bird begins with a rapid series of chips, which becomes a rapid twitter before the song is given high in the air, usually a faster version of the primary song. Nesting females occasionally also sing primary song.",NO,yes,"a sharp, metallic chip, higher in pitch than that of Northern.  ""zizz"" call,  or conflict. soft ""chut-chut-chut"" has also been recorded. sing a primary song that commences with 2-4 sweet, clear, descending whistles; these introductory notes  have two slurred elements. The remainder of the a pleasant jumble that varies between singers. An extended song, heard mostly during territorial conflicts, adds several more phrases to the primary song. Like Northern Waterthrush, Louisiana also has a  song,  delivered . In the  song, the bird begins with a rapid series of chips, which becomes a rapid twitter before the given high in the air,  a faster version of the primary song. Nesting fe also sing primary song",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2184,holden_cleeves_birds,White-fronted Goose,Anser albifrons,65-78cm,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cackling calls that are higher pitched than Greylag and with a laughing sound to them.,NO,yes,Cackling calls that are higher pitched than Greylag and with a laughing sound to them,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2114,felix_hisek_birds,Chiffchaff,Phylloscopus collybita,11,Passeriformes,Phylloscopidae,Leaf Warblers & Allies,"A soft ""hweet"".",NO,yes,"soft ""hweet""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5698,sibley_birds,Green Kingfisher,Chloroceryle americana,8.75,Coraciiformes,Alcedinidae,Kingfishers,"Common call a dry, quiet, staccato clicking like tapping pebbles together, usually single or double, given from a perch. In flight a short harsh descending buzz ""tsheeersh"". Other calls during interactions include a high, squealing ""tseelp"" and grating sounds.",NO,yes,"call a dry, quiet, staccato clicking like tapping pebbles together,  single or double, given from a . a short harsh descending buzz ""tsheeersh"". Other calls during interactions include a high, squealing ""tseelp"" and grating sounds",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1941,felix_hisek_birds,White Stork,Ciconia ciconia,102,Ciconiiformes,Ciconiidae,Storks,Clapping of the bill; the young make mewing sounds.,NO,yes,Clapping of the bill; the young make mewing sounds,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5045,rspb_pocket_birds_harrap,Shoveller,Spatula clypeata,48,NA,NA,NA,"A clipping ""chuck-chuck-chuk-chuk"".",NO,yes,"clipping ""chuck-chuck-chuk-chuk""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_17,allabout_birds,American Oystercatcher,Haematopus palliatus,42,Charadriiformes,Haematopodidae,Oystercatchers,"American Oystercatchers make several high-pitched, sharp, and incisive calls, usually written ""peep"", ""pip"", ""hueep"", and ""weeer"". These function as pairing, contact, and alarm calls; most are far-carrying in the open environments the birds inhabit.",NO,yes,"high-pitched, sharp, and incisive calls,  written ""peep"", ""pip"", ""hueep"", and ""weeer"".  most are far-carrying in the open environments the birds inhabit",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3707,national_geographic_america,Parakeet Auklet,Aethia psittacula,25cm,Charadriiformes,Alcidae,Auks,"Silent except on breeding grounds, when call is a musical trill, rising in pitch.",NO,yes,"Silent except on , when  a musical trill, rising in pitch",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_1787,collins_gem_birds,Blue Tit,Cyanistes caeruleus,12,NA,NA,NA,"""See-see-see-sit"" call; song an accelerating trill after ""see-see-see"" notes.",NO,yes,"""See-see-see-sit"" call; song an accelerating trill after ""see-see-see"" notes",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2558,mackinnon_china,Bearded Tit,Panurus biarmicus,17,Passeriformes,Panuridae,Bearded Reedling,"Call is a twanging lively ""pching"" or twittering song.",NO,yes,"a twanging lively ""pching"" or twittering song",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5964,sibley_birds,Northern Waterthrush,Parkesia noveboracensis,6,Passeriformes,Parulidae,New World Warblers,"Song of loud, emphatic, clear chirping notes generally falling in pitch and accelerating; loosely paired or tripled, with little variation. Call a loud, hard ""spwik"" rising with strong ""k"" sound. Flight call a buzzy, high, slightly rising ""zzip"".",NO,yes,"loud, emphatic, clear chirping notes generally falling in pitch and accelerating; loosely paired or tripled, with little variation. a loud, hard ""spwik"" rising with strong ""k"" sound. a buzzy, high, slightly rising ""zzip""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4530,peterson_chalif_mexico,West Mexican Chachalaca,Ortalis poliocephala,25-27in,Galliformes,Cracidae,"Chachalacas, Curassows, Guans",Similar to Plain Chachalaca's but 4-syllabled.,NO,yes,Similar to Plain Chachalaca's but 4-syllabled,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_3007,morcombe_australia,Red-winged Parrot,Aprosmictus erythropterus,31-32cm,Psittaciformes,Psittaculidae,Old World Parrots,"flight call a sharp, metallic ""chrrik-chrrik, chrrik-chrrik"" or ""crillik, crillik""; in distance sounds like a Budgerigar chattering. Alarm call is a series of harsher, more abrupt screeches, ""chak-chak-chak chrak-k-kak"".",NO,yes,"a sharp, metallic ""chrrik-chrrik, chrrik-chrrik"" or ""crillik, crillik""; in distance sounds like a Budgerigar chattering.  is a series of harsher, more abrupt screeches, ""chak-chak-chak chrak-k-kak""",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_4189,national_geographic_america,Hoary Redpoll,Acanthis hornemanni,14cm,Passeriformes,Fringillidae,"Finches, Euphonias",Calls and song similar to Common.,NO,yes,and song similar to Common,NA,NA,NA,NA,NA,comparison,NA,Calls and song similar to Common.,Common Redpoll,similar to C,none,NA,NA
id_2534,mackinnon_china,Plain-backed Thrush,Zoothera mollissima,26,Passeriformes,Turdidae,Thrushes,Rattling alarm call like Chinese Blackbird.,NO,yes,Rattling alarm call like Chinese Blackbird,NA,NA,NA,NA,NA,comparison,NA,call like Chinese Blackbird,Chinese Blackbird,N like C,none,NA,NA
id_4472,national_trust_bird_spotter,Goldcrest,Regulus regulus,9,Passeriformes,Regulidae,"Goldcrests, Kinglets","High-pitched ""zee-zee"" call; high-pitched song.",NO,yes,"High-pitched ""zee-zee"" call; high-pitched song",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_494,allabout_birds,Scaled Quail,Callipepla squamata,27.95,Galliformes,Odontophoridae,New World Quail,"The most frequently heard call is a nasal, rhythmic ""tuck-too"", with the first note higher, used as a contact call by both sexes. (In West Texas, locals call this the 'Pe-cos' call, after the Pecos River.) Males also use this call during courtship displays, along with the ""whock"" call. When flushed, birds give a high cheeping call note. Males in search of a mate give a repeated, squealing ""whock!"", delivered from a perch such as a fence post.",NO,yes,"a nasal, rhythmic ""tuck-too"", with the first note higher, used as a by both sexes. (In West Texas, locals call this the 'Pe-cos' call, after the Pecos River.) also use this call  displays, along with the ""whock"" call. birds a high cheeping call note. in search of a mate a repeated, squealing ""whock!"", delivered such as a fence post",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_5381,sibley_birds,White-faced Storm-Petrel,Pelagodroma marina,7.75,Procellariiformes,Oceanitidae,Austral Storm Petrels,Generally silent at sea.,NO,silent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
id_6258,simpson_day_australian,Red-capped Plover,Charadrius ruficapillus,15,Charadriiformes,Charadriidae,Plovers,"sharp ""twink"".",NO,yes,"sharp ""twink""",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_2619,mackinnon_china,Common Myna,Acridotheres tristis,25,Passeriformes,Sturnidae,"Starlings, Rhabdornis","Voice is harsh screeches, whistles and liquid gurgling notes.",NO,yes,"Voice is harsh screeches, whistles and liquid gurgling notes",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_86,allabout_birds,Black-throated Sparrow,Amphispiza bilineata,13,Passeriformes,Passerellidae,New World Sparrows,"Black-throated Sparrows give a quiet twittering of jumbled notes that sound like tinkling bells; often during aggressive interactions between males. Females and males also give a high-pitched ""tink"". Males sing a tinkling song from the tops of shrubs or while foraging on the ground. The song starts with two quiet opening notes, slides into a buzz, followed by 2 bell-like notes and a trill.",NO,yes,"a quiet twittering of jumbled notes that sound like tinkling bells; often  between . and   high-pitched ""tink"". sing a tinkling song. The song starts with two quiet opening notes, slides into a buzz, followed by 2 bell-like notes and a trill",NA,NA,NA,NA,NA,comparison,NA,NA,NA,NA,NA,NA,NA
id_1782,collins_gem_birds,Bearded Tit,Panurus biarmicus,15,Passeriformes,Panuridae,Bearded Reedling,"Listen for frequent characteristic ""ping"" calls. Rarely-heard song an undistinguished rattle.",NO,yes,"Listen for frequent characteristic ""ping"" calls. song an undistinguished rattle",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_470,allabout_birds,Roseate Spoonbill,Platalea ajaja,78.5,Pelecaniformes,Threskiornithidae,"Ibises, Spoonbills","Roseate Spoonbills are usually silent except at the breeding colonies. There, they make low grunting sounds when they are startled, while greeting their mates, and while feeding their young.",NO,yes,low grunting sounds,NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
id_4990,rspb_brereton,Great Spotted Woodpecker,Dendrocopos major,22-23,Piciformes,Picidae,Woodpeckers,"Loud ""tchick!"" call.",NO,yes,"Loud ""tchick!"" call",NA,NA,NA,NA,NA,no_comparison,NA,NA,NA,NA,NA,NA,NA
